73,,12,14,6.195,,-36,43,44.34,,,-0.0039,,-0.006,,2000,,12.2350541667,-35.2710166667
152,,12,15,49.893,,-13,49,0.11,,,-0.0011,,0.001,,2000,,12.2638591667,-12.1833027778
309,,12,27,32.902,,28,6,32.27,,,0.0007,,-0.029,,2000,,12.4591394444,28.1089638889
224,,12,29,28.162,,4,50,17.65,,,-0.0092,,0.038,,2000,,12.4911561111,4.8382361111
27,,12,29,45.091,,-59,1,25.98,,,0.0012,,-0.023,,2000,,12.4958586111,-58.9761166667
188,,12,30,50.309,,-4,3,38.89,,,-0.0042,,0.005,,2000,,12.5139747222,-3.9391972222
103,,12,30,55.399,,-30,40,39.16,,,0.0006,,-0.012,,2000,,12.5153886111,-29.3224555556
135,,12,31,53.142,,-20,58,53.95,,,-0.0028,,0.048,,2000,,12.5314283333,-19.0183472222
60,,12,33,6.324,,-47,2,43.8,,,-0.0027,,-0.007,,2000,,12.5517566667,-46.9545
352,,12,42,14.873,,45,52,37.36,,,-0.0051,,-0.008,,2000,,12.7041313889,45.8770444444
277,,12,48,0.403,,18,50,12.51,,,0.0025,,-0.018,,2000,,12.8001119444,18.8368083333
385,,12,48,49.129,,61,22,42.18,,,-0.0774,,0.1,,2000,,12.8136469444,61.3783833333
260,,12,48,52.422,,12,5,46.92,,,0.016,,-0.141,,2000,,12.8145616667,12.0963666667
3,,12,49,32.086,,-80,42,8.47,,,0.0038,,-0.003,,2000,,12.8255794444,-79.2976472222
88,,13,0,3.055,,-36,10,55.86,,,0.0006,,-0.028,,2000,,13.0008486111,-35.8178166667
171,,13,0,29.527,,-9,6,1.49,,,-0.0022,,-0.038,,2000,,13.0082019444,-8.8995861111
339,,13,10,1.291,,38,43,25.49,,,-0.0032,,-0.002,,2000,,13.1670252778,38.7237472222
207,,13,16,51.843,,1,14,24.84,,,-0.0018,,-0.003,,2000,,13.2810675,1.2402333333
120,,13,22,27.476,,-25,50,27.15,,,-0.0093,,0.006,,2000,,13.3742988889,-24.159125
294,,13,23,46.747,,25,32,52.5,,,-0.0034,,0.01,,2000,,13.3963186111,25.5479166667
365,,13,31,56.1,,47,14,3.91,,,0.0031,,-0.004,,2000,,13.53225,47.2344194444
49,,13,32,25.555,,-47,16,16.91,,,0.0025,,-0.124,,2000,,13.5404319444,-46.7286361111
154,,13,34,17.846,,-11,32,14.5,,,-0.0048,,-0.052,,2000,,13.5716238889,-10.4626388889
243,,13,34,20.9,,14,6,39.75,,,0.0027,,-0.012,,2000,,13.5724722222,14.1110416667
13,,13,41,13.593,,-71,52,5.76,,,-0.0069,,0.036,,2000,,13.6871091667,-70.1317333333
190,,13,44,56.992,,-6,0,8.08,,,-0.0032,,0.014,,2000,,13.7491644444,-5.9977555556
326,,13,47,31.55,,37,53,35.9,,,0.0008,,-0.002,,2000,,13.7920972222,37.8933055556
38,,13,47,57.807,,-55,57,38.21,,,-0.0012,,-0.004,,2000,,13.7993908333,-54.0393861111
20,,13,52,32.825,,-63,21,22.01,,,-0.001,,-0.006,,2000,,13.8757847222,-62.6438861111
137,,13,55,1.736,,-19,13,2.17,,,-0.0005,,-0.008,,2000,,13.9171488889,-18.7827305556
75,,13,56,43.115,,-38,19,8.86,,,0.0016,,-0.018,,2000,,13.9453097222,-37.6808722222
394,,13,58,28.821,,64,53,37.91,,,0.0014,,0.002,,2000,,13.9746725,64.8938638889
226,,14,1,34.49,,4,15,10.25,,,-0.0023,,0.001,,2000,,14.0262472222,4.2528472222
105,,14,4,26.593,,-29,3,46,,,-0.0012,,-0.01,,2000,,14.0740536111,-28.9372222222
376,,14,5,17.802,,56,31,14.33,,,-0.0033,,0.012,,2000,,14.0882783333,56.5206472222
311,,14,6,55.828,,28,26,16.95,,,-0.0055,,0.001,,2000,,14.1155077778,28.4380416667
279,,14,15,3.673,,19,54,2.01,,,0.0005,,-0.033,,2000,,14.2510202778,19.9005583333
262,,14,18,35.7,,10,30,37.78,,,-0.004,,-0.005,,2000,,14.3099166667,10.5104944444
173,,14,22,2.258,,-8,5,28.83,,,-0.005,,-0.025,,2000,,14.3672938889,-7.9086583333
209,,14,25,55.878,,0,59,33.75,,,-0.0023,,-0.032,,2000,,14.4321883333,0.9927083333
406,,14,26,43.161,,78,29,56.14,,,-0.004,,0.086,,2000,,14.4453225,78.4989277778
62,,14,33,51.701,,-46,27,53.73,,,-0.0036,,-0.033,,2000,,14.5643613889,-45.535075
90,,14,38,55.956,,-35,36,2.25,,,-0.0026,,-0.212,,2000,,14.6488766667,-34.399375
341,,14,42,39.56,,36,45,24.35,,,0.0024,,-0.009,,2000,,14.7109888889,36.7567638889
122,,14,48,29.035,,-25,29,13.29,,,-0.0094,,0.167,,2000,,14.8080652778,-24.512975
245,,14,50,35,,12,47,2.81,,,-0.0004,,-0.031,,2000,,14.8430555556,12.7841138889
156,,14,51,3.668,,-15,1,38.9,,,-0.0013,,0.001,,2000,,14.8510188889,-14.9725277778
296,,14,52,53.009,,26,27,54.1,,,-0.0023,,0,,2000,,14.8813913889,26.4650277778
354,,14,54,33.646,,46,35,37.47,,,0.0052,,-0.032,,2000,,14.9093461111,46.5937416667
29,,15,7,14.566,,-57,26,22.88,,,-0.001,,-0.019,,2000,,15.1207127778,-56.5603111111
192,,15,9,34.619,,-5,23,41.81,,,-0.0114,,-0.064,,2000,,15.1596163889,-4.6050527778
139,,15,19,50.086,,-19,33,0.9,,,-0.0071,,0.007,,2000,,15.3305794444,-18.44975
228,,15,22,0.121,,5,35,47.71,,,-0.0015,,0.002,,2000,,15.3667002778,5.5965861111
387,,15,24,17.952,,60,32,57.84,,,-0.0487,,0.178,,2000,,15.4049866667,60.5494
51,,15,27,13.598,,-49,27,16.29,,,-0.0047,,-0.028,,2000,,15.4537772222,-48.545475
77,,15,32,30.899,,-38,4,16.35,,,-0.0014,,-0.021,,2000,,15.5419163889,-37.9287916667
367,,15,35,11.868,,49,59,40.7,,,0.0021,,-0.079,,2000,,15.58663,49.9946388889
107,,15,36,12.903,,-28,59,55.88,,,-0.0009,,-0.008,,2000,,15.6035841667,-27.0011444444
